#nodes	#layer	tanh_training_error	tanh_testing_error 	 relu_training_error	relu_testing_error
5		3		0.5187904834747314		0.5204160213470459 		0.4594520628452301		0.4561519920825958
10		3		0.49864014983177185		0.49721598625183105 		0.509642481803894		0.510208010673523
25		3		0.49468427896499634		0.49350398778915405 		0.49443700909614563		0.49350398778915405
50		3		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49350398778915405
100		3		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49350398778915405
5		5		0.49530237913131714		0.4944320023059845 		0.4584631025791168		0.45708000659942627
10		5		0.4933244287967682		0.4930399954319 		0.4840528070926666		0.48445600271224976
25		5		0.4941897690296173		0.49327200651168823 		0.49406614899635315		0.49350398778915405
50		5		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49327200651168823
100		5		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49327200651168823
5		9		0.4966621994972229		0.49744799733161926 		0.5538991093635559		0.5580000281333923
10		9		0.495178759098053		0.49396800994873047 		0.49431338906288147		0.4941999912261963
25		9		0.4941897690296173		0.49327200651168823 		0.4945606291294098		0.49327200651168823
50		9		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49350398778915405
100		9		0.4941897690296173		0.49327200651168823 		0.4941897690296173		0.49327200651168823
